,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
431,1,Brasil,2,%,57.4,1,Brasil,201501,1º trimestre 2015,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
432,1,Brasil,2,%,0.2,1,Brasil,201501,1º trimestre 2015,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
433,1,Brasil,2,%,5.0,1,Brasil,201501,1º trimestre 2015,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
434,1,Brasil,2,%,1.1,1,Brasil,201501,1º trimestre 2015,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
435,1,Brasil,2,%,8.0,1,Brasil,201501,1º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
436,1,Brasil,2,%,1.1,1,Brasil,201501,1º trimestre 2015,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
437,1,Brasil,,,...,1,Brasil,201501,1º trimestre 2015,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
438,1,Brasil,,,...,1,Brasil,201501,1º trimestre 2015,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
439,1,Brasil,,,...,1,Brasil,201501,1º trimestre 2015,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
440,1,Brasil,,,...,1,Brasil,201501,1º trimestre 2015,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
441,1,Brasil,,,...,1,Brasil,201501,1º trimestre 2015,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
442,1,Brasil,,,...,1,Brasil,201501,1º trimestre 2015,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
443,1,Brasil,1572,Mil pessoas,160693,1,Brasil,201502,2º trimestre 2015,1641,Pessoas de 14 anos ou mais de idade,6794,Total
444,1,Brasil,2,%,0.0,1,Brasil,201502,2º trimestre 2015,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
445,1,Brasil,2,%,100.0,1,Brasil,201502,2º trimestre 2015,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
446,1,Brasil,2,%,-,1,Brasil,201502,2º trimestre 2015,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
447,1,Brasil,1572,Mil pessoas,100746,1,Brasil,201502,2º trimestre 2015,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
448,1,Brasil,2,%,0.2,1,Brasil,201502,2º trimestre 2015,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
449,1,Brasil,2,%,100.0,1,Brasil,201502,2º trimestre 2015,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
450,1,Brasil,2,%,-,1,Brasil,201502,2º trimestre 2015,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
451,1,Brasil,1572,Mil pessoas,92249,1,Brasil,201502,2º trimestre 2015,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
452,1,Brasil,2,%,0.2,1,Brasil,201502,2º trimestre 2015,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
453,1,Brasil,2,%,100.0,1,Brasil,201502,2º trimestre 2015,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
454,1,Brasil,2,%,-,1,Brasil,201502,2º trimestre 2015,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
455,1,Brasil,1572,Mil pessoas,8498,1,Brasil,201502,2º trimestre 2015,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
456,1,Brasil,2,%,1.1,1,Brasil,201502,2º trimestre 2015,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
457,1,Brasil,2,%,100.0,1,Brasil,201502,2º trimestre 2015,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
458,1,Brasil,2,%,-,1,Brasil,201502,2º trimestre 2015,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
459,1,Brasil,1572,Mil pessoas,59947,1,Brasil,201502,2º trimestre 2015,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
460,1,Brasil,2,%,0.3,1,Brasil,201502,2º trimestre 2015,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
461,1,Brasil,2,%,100.0,1,Brasil,201502,2º trimestre 2015,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
462,1,Brasil,2,%,-,1,Brasil,201502,2º trimestre 2015,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
463,1,Brasil,2,%,62.7,1,Brasil,201502,2º trimestre 2015,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
464,1,Brasil,2,%,0.2,1,Brasil,201502,2º trimestre 2015,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
465,1,Brasil,2,%,57.4,1,Brasil,201502,2º trimestre 2015,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
466,1,Brasil,2,%,0.2,1,Brasil,201502,2º trimestre 2015,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
467,1,Brasil,2,%,5.3,1,Brasil,201502,2º trimestre 2015,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
468,1,Brasil,2,%,1.1,1,Brasil,201502,2º trimestre 2015,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
469,1,Brasil,2,%,8.4,1,Brasil,201502,2º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
470,1,Brasil,2,%,1.1,1,Brasil,201502,2º trimestre 2015,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
471,1,Brasil,,,...,1,Brasil,201502,2º trimestre 2015,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
472,1,Brasil,,,...,1,Brasil,201502,2º trimestre 2015,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
473,1,Brasil,,,...,1,Brasil,201502,2º trimestre 2015,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
474,1,Brasil,,,...,1,Brasil,201502,2º trimestre 2015,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
475,1,Brasil,,,...,1,Brasil,201502,2º trimestre 2015,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
476,1,Brasil,,,...,1,Brasil,201502,2º trimestre 2015,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
477,1,Brasil,1572,Mil pessoas,161192,1,Brasil,201503,3º trimestre 2015,1641,Pessoas de 14 anos ou mais de idade,6794,Total
478,1,Brasil,2,%,0.0,1,Brasil,201503,3º trimestre 2015,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
479,1,Brasil,2,%,100.0,1,Brasil,201503,3º trimestre 2015,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
480,1,Brasil,2,%,-,1,Brasil,201503,3º trimestre 2015,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
481,1,Brasil,1572,Mil pessoas,101354,1,Brasil,201503,3º trimestre 2015,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
482,1,Brasil,2,%,0.1,1,Brasil,201503,3º trimestre 2015,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
483,1,Brasil,2,%,100.0,1,Brasil,201503,3º trimestre 2015,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
484,1,Brasil,2,%,-,1,Brasil,201503,3º trimestre 2015,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
485,1,Brasil,1572,Mil pessoas,92201,1,Brasil,201503,3º trimestre 2015,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
486,1,Brasil,2,%,0.2,1,Brasil,201503,3º trimestre 2015,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
487,1,Brasil,2,%,100.0,1,Brasil,201503,3º trimestre 2015,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
488,1,Brasil,2,%,-,1,Brasil,201503,3º trimestre 2015,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
489,1,Brasil,1572,Mil pessoas,9153,1,Brasil,201503,3º trimestre 2015,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
490,1,Brasil,2,%,1.0,1,Brasil,201503,3º trimestre 2015,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
491,1,Brasil,2,%,100.0,1,Brasil,201503,3º trimestre 2015,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
492,1,Brasil,2,%,-,1,Brasil,201503,3º trimestre 2015,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
493,1,Brasil,1572,Mil pessoas,59838,1,Brasil,201503,3º trimestre 2015,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
494,1,Brasil,2,%,0.2,1,Brasil,201503,3º trimestre 2015,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
495,1,Brasil,2,%,100.0,1,Brasil,201503,3º trimestre 2015,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
496,1,Brasil,2,%,-,1,Brasil,201503,3º trimestre 2015,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
497,1,Brasil,2,%,62.9,1,Brasil,201503,3º trimestre 2015,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
498,1,Brasil,2,%,0.1,1,Brasil,201503,3º trimestre 2015,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
499,1,Brasil,2,%,57.2,1,Brasil,201503,3º trimestre 2015,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
500,1,Brasil,2,%,0.2,1,Brasil,201503,3º trimestre 2015,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
501,1,Brasil,2,%,5.7,1,Brasil,201503,3º trimestre 2015,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
502,1,Brasil,2,%,1.0,1,Brasil,201503,3º trimestre 2015,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
503,1,Brasil,2,%,9.0,1,Brasil,201503,3º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
504,1,Brasil,2,%,1.0,1,Brasil,201503,3º trimestre 2015,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
505,1,Brasil,,,...,1,Brasil,201503,3º trimestre 2015,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
506,1,Brasil,,,...,1,Brasil,201503,3º trimestre 2015,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
507,1,Brasil,,,...,1,Brasil,201503,3º trimestre 2015,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
508,1,Brasil,,,...,1,Brasil,201503,3º trimestre 2015,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
509,1,Brasil,,,...,1,Brasil,201503,3º trimestre 2015,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
510,1,Brasil,,,...,1,Brasil,201503,3º trimestre 2015,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
511,1,Brasil,1572,Mil pessoas,161679,1,Brasil,201504,4º trimestre 2015,1641,Pessoas de 14 anos ou mais de idade,6794,Total
512,1,Brasil,2,%,0.0,1,Brasil,201504,4º trimestre 2015,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
513,1,Brasil,2,%,100.0,1,Brasil,201504,4º trimestre 2015,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
514,1,Brasil,2,%,-,1,Brasil,201504,4º trimestre 2015,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
515,1,Brasil,1572,Mil pessoas,101588,1,Brasil,201504,4º trimestre 2015,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
516,1,Brasil,2,%,0.2,1,Brasil,201504,4º trimestre 2015,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
517,1,Brasil,2,%,100.0,1,Brasil,201504,4º trimestre 2015,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
518,1,Brasil,2,%,-,1,Brasil,201504,4º trimestre 2015,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
519,1,Brasil,1572,Mil pessoas,92366,1,Brasil,201504,4º trimestre 2015,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
520,1,Brasil,2,%,0.2,1,Brasil,201504,4º trimestre 2015,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
521,1,Brasil,2,%,100.0,1,Brasil,201504,4º trimestre 2015,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
522,1,Brasil,2,%,-,1,Brasil,201504,4º trimestre 2015,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
523,1,Brasil,1572,Mil pessoas,9222,1,Brasil,201504,4º trimestre 2015,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
524,1,Brasil,2,%,1.2,1,Brasil,201504,4º trimestre 2015,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
525,1,Brasil,2,%,100.0,1,Brasil,201504,4º trimestre 2015,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
526,1,Brasil,2,%,-,1,Brasil,201504,4º trimestre 2015,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
527,1,Brasil,1572,Mil pessoas,60092,1,Brasil,201504,4º trimestre 2015,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
528,1,Brasil,2,%,0.3,1,Brasil,201504,4º trimestre 2015,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
529,1,Brasil,2,%,100.0,1,Brasil,201504,4º trimestre 2015,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
530,1,Brasil,2,%,-,1,Brasil,201504,4º trimestre 2015,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
531,1,Brasil,2,%,62.8,1,Brasil,201504,4º trimestre 2015,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
532,1,Brasil,2,%,0.2,1,Brasil,201504,4º trimestre 2015,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
533,1,Brasil,2,%,57.1,1,Brasil,201504,4º trimestre 2015,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
534,1,Brasil,2,%,0.2,1,Brasil,201504,4º trimestre 2015,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
535,1,Brasil,2,%,5.7,1,Brasil,201504,4º trimestre 2015,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
536,1,Brasil,2,%,1.2,1,Brasil,201504,4º trimestre 2015,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
537,1,Brasil,2,%,9.1,1,Brasil,201504,4º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
538,1,Brasil,2,%,1.1,1,Brasil,201504,4º trimestre 2015,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
539,1,Brasil,2,%,38.3,1,Brasil,201504,4º trimestre 2015,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
540,1,Brasil,2,%,0.5,1,Brasil,201504,4º trimestre 2015,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
541,1,Brasil,1572,Mil pessoas,35361,1,Brasil,201504,4º trimestre 2015,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
542,1,Brasil,2,%,0.5,1,Brasil,201504,4º trimestre 2015,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
543,1,Brasil,2,%,100.0,1,Brasil,201504,4º trimestre 2015,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
544,1,Brasil,2,%,-,1,Brasil,201504,4º trimestre 2015,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
545,1,Brasil,1572,Mil pessoas,162166,1,Brasil,201601,1º trimestre 2016,1641,Pessoas de 14 anos ou mais de idade,6794,Total
546,1,Brasil,2,%,0.0,1,Brasil,201601,1º trimestre 2016,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
547,1,Brasil,2,%,100.0,1,Brasil,201601,1º trimestre 2016,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
548,1,Brasil,2,%,-,1,Brasil,201601,1º trimestre 2016,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
549,1,Brasil,1572,Mil pessoas,101990,1,Brasil,201601,1º trimestre 2016,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
550,1,Brasil,2,%,0.2,1,Brasil,201601,1º trimestre 2016,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
551,1,Brasil,2,%,100.0,1,Brasil,201601,1º trimestre 2016,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
552,1,Brasil,2,%,-,1,Brasil,201601,1º trimestre 2016,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
553,1,Brasil,1572,Mil pessoas,90708,1,Brasil,201601,1º trimestre 2016,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
554,1,Brasil,2,%,0.2,1,Brasil,201601,1º trimestre 2016,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
555,1,Brasil,2,%,100.0,1,Brasil,201601,1º trimestre 2016,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
556,1,Brasil,2,%,-,1,Brasil,201601,1º trimestre 2016,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
557,1,Brasil,1572,Mil pessoas,11281,1,Brasil,201601,1º trimestre 2016,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
558,1,Brasil,2,%,1.3,1,Brasil,201601,1º trimestre 2016,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
559,1,Brasil,2,%,100.0,1,Brasil,201601,1º trimestre 2016,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
560,1,Brasil,2,%,-,1,Brasil,201601,1º trimestre 2016,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
561,1,Brasil,1572,Mil pessoas,60176,1,Brasil,201601,1º trimestre 2016,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
562,1,Brasil,2,%,0.3,1,Brasil,201601,1º trimestre 2016,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
563,1,Brasil,2,%,100.0,1,Brasil,201601,1º trimestre 2016,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
564,1,Brasil,2,%,-,1,Brasil,201601,1º trimestre 2016,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
565,1,Brasil,2,%,62.9,1,Brasil,201601,1º trimestre 2016,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
566,1,Brasil,2,%,0.2,1,Brasil,201601,1º trimestre 2016,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
567,1,Brasil,2,%,55.9,1,Brasil,201601,1º trimestre 2016,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
568,1,Brasil,2,%,0.2,1,Brasil,201601,1º trimestre 2016,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
569,1,Brasil,2,%,7.0,1,Brasil,201601,1º trimestre 2016,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
570,1,Brasil,2,%,1.3,1,Brasil,201601,1º trimestre 2016,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
571,1,Brasil,2,%,11.1,1,Brasil,201601,1º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
572,1,Brasil,2,%,1.2,1,Brasil,201601,1º trimestre 2016,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
573,1,Brasil,2,%,38.3,1,Brasil,201601,1º trimestre 2016,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
574,1,Brasil,2,%,0.5,1,Brasil,201601,1º trimestre 2016,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
575,1,Brasil,1572,Mil pessoas,34739,1,Brasil,201601,1º trimestre 2016,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
576,1,Brasil,2,%,0.5,1,Brasil,201601,1º trimestre 2016,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
577,1,Brasil,2,%,100.0,1,Brasil,201601,1º trimestre 2016,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
578,1,Brasil,2,%,-,1,Brasil,201601,1º trimestre 2016,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
579,1,Brasil,1572,Mil pessoas,162648,1,Brasil,201602,2º trimestre 2016,1641,Pessoas de 14 anos ou mais de idade,6794,Total
580,1,Brasil,2,%,0.0,1,Brasil,201602,2º trimestre 2016,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
581,1,Brasil,2,%,100.0,1,Brasil,201602,2º trimestre 2016,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
582,1,Brasil,2,%,-,1,Brasil,201602,2º trimestre 2016,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
583,1,Brasil,1572,Mil pessoas,102389,1,Brasil,201602,2º trimestre 2016,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
584,1,Brasil,2,%,0.2,1,Brasil,201602,2º trimestre 2016,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
585,1,Brasil,2,%,100.0,1,Brasil,201602,2º trimestre 2016,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
586,1,Brasil,2,%,-,1,Brasil,201602,2º trimestre 2016,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
587,1,Brasil,1572,Mil pessoas,90673,1,Brasil,201602,2º trimestre 2016,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
588,1,Brasil,2,%,0.2,1,Brasil,201602,2º trimestre 2016,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
